time,amplitude
5454.02392578,3.23529410
5454.02392578,2.45098042
5454.03613281,0.62745100
5454.03613281,0.13725491
5454.03613281,0.11764706
5454.03613281,1.25490201
5454.04833984,2.82352948
5454.04833984,3.27450991
5454.04833984,1.86274505
5454.04833984,0.37254903
5454.06054688,0.07843138
5454.06054688,0.31372550
5454.06054688,1.68627453
5454.06054688,3.05882359
5454.06835938,3.03921580
5454.06835938,1.17647064
5454.06835938,0.21568628
5454.08105469,0.03921569
5454.08105469,0.74509805
5454.08105469,2.33333325
5454.08105469,3.23529410
5454.09326172,2.47058821
5454.09326172,0.68627453
5454.09326172,0.13725491
5454.09326172,0.11764706
5454.10156250,1.29411769
5454.10156250,2.82352948
5454.11376953,1.90196073
5454.11376953,0.37254903
5454.11376953,0.07843138
5454.11376953,0.31372550
5454.12597656,1.66666663
5454.12597656,3.03921580
5454.12597656,3.05882359
5454.12597656,1.17647064
5454.13818359,0.21568628
5454.13818359,0.03921569
5454.13818359,0.64705884
5454.13818359,2.31372547
5454.14648438,3.23529410
5454.14648438,2.47058821
5454.14648438,0.60784316
5454.15869141,0.13725491
5454.15869141,0.09803922
5454.15869141,1.21568632
5454.15869141,2.80392146
5454.17138672,3.27450991
5454.17138672,1.92156863
5454.17138672,0.37254903
5454.17138672,0.05882353
5454.18310547,0.33333334
5454.18310547,1.64705884
5454.18310547,3.03921580
5454.18310547,3.07843137
5454.19189453,1.21568632
5454.19189453,0.21568628
5454.19189453,0.03921569
5454.20361328,0.62745100
5454.20361328,2.27450991
5454.20361328,3.21568632
5454.20361328,2.49019599
5454.21630859,0.60784316
5454.21630859,0.13725491
5454.21630859,0.09803922
5454.21630859,1.17647064
5454.22851563,2.78431368
5454.22851563,3.25490189
5454.22851563,1.92156863
5454.22851563,0.39215687
5454.23681641,0.07843138
5454.23681641,0.33333334
5454.23681641,1.60784316
5454.24902344,3.00000000
5454.24902344,3.05882359
5454.24902344,1.23529410
5454.24902344,0.21568628
5454.26123047,0.05882353
5454.26123047,0.66666669
5454.26123047,2.25490189
5454.26123047,3.19607854
5454.26904297,2.49019599
5454.26904297,0.64705884
5454.28173828,0.07843138
