Время (с),A0 (В),A1 (В)
57.236337423324585,2.333,
57.24867486953735,2.392,
57.257293939590454,2.667,
57.2648229598999,2.275,
57.27793264389038,2.373,
57.285460233688354,2.333,
57.298112869262695,2.686,
57.30614495277405,2.627,
57.318058252334595,2.647,
57.327112436294556,2.333,
57.33889389038086,2.941,
57.34691596031189,2.824,
57.359562158584595,3.078,
57.367512464523315,2.451,
57.38024425506592,2.686,
57.38776397705078,2.137,
57.396289587020874,2.686,
57.40813732147217,2.059,
57.41690158843994,2.353,
57.42946815490723,2.216,
57.43768572807312,2.824,
57.44971513748169,2.196,
57.457228660583496,2.431,
57.47017550468445,2.333,
57.47821760177612,2.843,
57.48627948760986,2.373,
57.49886679649353,2.725,
57.50735139846802,1.902,
57.518921852111816,2.275,
57.527660846710205,1.922,
57.53974914550781,2.627,
57.54780960083008,2.255,
57.56038045883179,3.196,
57.5689115524292,2.804,
57.57697677612305,2.980,
57.58909249305725,2.431,
57.59712481498718,2.373,
57.60972356796265,1.824,
57.61758232116699,2.608,
57.62980246543884,2.000,
57.63809657096863,2.490,
57.64662146568298,2.157,
57.65840530395508,2.373,
57.667141914367676,1.745,
57.678762435913086,2.039,
57.6867880821228,1.843,
57.69954442977905,2.451,
57.707359075546265,2.412,
57.719504594802856,3.000,
57.728541135787964,2.765,
57.740607261657715,2.765,
57.74820852279663,2.373,
57.76075267791748,2.216,
57.76934742927551,2.353,
57.7818968296051,2.706,
57.78996181488037,2.137,
57.80159854888916,2.392,
57.81014013290405,2.471,
57.818047761917114,2.549,
57.83067607879639,2.412,
57.83871388435364,2.765,
57.85075855255127,3.118,
57.859601974487305,3.196,
57.87177062034607,2.647,
57.8792667388916,2.431,
57.89234280586243,1.941,
57.89987373352051,2.412,
57.91271615028381,2.235,
57.92006325721741,2.431,
57.932636737823486,2.353,
57.94070482254028,2.686,
57.949758768081665,2.490,
57.96160340309143,2.686,
57.97013592720032,2.667,
57.981831550598145,2.706,
57.98934745788574,2.098,
58.00242042541504,2.314,
58.01046276092529,2.490,
58.02352786064148,2.627,
58.03088593482971,2.098,
58.03994035720825,2.412,
58.0514121055603,2.294,
58.060439348220825,2.431,
58.072447299957275,2.039,
58.0804979801178,2.412,
58.09236145019531,2.078,
58.10077953338623,2.490,
58.11336302757263,2.039,
58.121418714523315,2.255,
58.12994027137756,2.196,
58.142136335372925,2.294,
58.1496479511261,1.863,
58.16250562667847,2.510,
58.170652866363525,2.333,
58.182711124420166,2.431,
58.191296339035034,2.020,
58.20278477668762,2.412,
58.21134090423584,2.059,
58.22391653060913,2.804,
58.231985092163086,2.235,
58.24454045295715,3.294,
58.252878189086914,2.706,
58.26074481010437,3.216,
58.273329973220825,2.471,
58.28085780143738,3.078,
58.29374933242798,2.294,
58.30075645446777,3.098,
58.31384754180908,2.314,
58.322359561920166,2.784,
58.329890966415405,2.059,
58.34251093864441,2.882,
58.351120710372925,1.863,
58.363221645355225,2.765,
58.37132120132446,1.902,
58.383344888687134,3.020,
58.391404151916504,1.627,
58.40443658828735,3.294,
58.412012577056885,1.922,
58.424667835235596,3.314,
58.432286977767944,1.902,
58.4448082447052,3.176,
58.45343565940857,1.157,
58.460952043533325,2.706,
58.4736602306366,1.471,
58.482221841812134,2.824,
58.49402379989624,1.902,
58.50220584869385,3.176,
58.514272689819336,1.667,
58.52281379699707,3.510,
58.535616397857666,1.961,
58.54321599006653,2.765,
58.55132508277893,1.412,
58.562838315963745,3.059,
58.5719895362854,1.353,
58.58400225639343,2.941,
58.59221601486206,1.706,
58.6047158241272,3.000,
58.61274027824402,1.569,
58.62548089027405,3.549,
58.63299632072449,2.176,
58.64203119277954,3.471,
58.65422534942627,2.020,
58.66175651550293,3.294,
58.67432880401611,1.941,
58.68233609199524,3.471,
58.694687843322754,2.137,
58.70231008529663,3.176,
58.71532320976257,1.314,
58.72405743598938,3.490,
58.73572111129761,1.627,
58.743762731552124,3.275,
58.75615859031677,1.765,
58.764183044433594,3.529,
58.772767543792725,1.765,
58.78481650352478,3.490,
58.79284620285034,1.725,
58.805402994155884,3.098,
58.81397461891174,1.608,
58.82555270195007,3.549,
58.83416390419006,1.627,
58.842119455337524,3.078,
58.85397148132324,1.588,
58.86251616477966,3.333,
58.875568866729736,1.824,
58.883732080459595,3.529,
58.89524698257446,2.137,
58.90355443954468,3.608,
58.916276931762695,2.235,
58.924320220947266,3.451,
58.936371088027954,2.294,
58.94439435005188,3.608,
58.95744872093201,2.216,
58.96545147895813,3.294,
58.97280669212341,1.569,
58.98518705368042,2.824,
58.99423050880432,1.549,
59.00636434555054,2.686,
59.01439046859741,1.275,
59.02636647224426,2.804,
59.03474569320679,1.431,
59.047425985336304,2.941,
59.05660080909729,1.549,
59.06343603134155,3.078,
59.07614994049072,1.843,
59.08387351036072,2.922,
59.09672951698303,1.647,
59.10444617271423,3.137,
59.116570234298706,1.686,
59.12490224838257,3.078,
59.1368842124939,1.980,
59.145692348480225,3.137,
59.1526837348938,1.804,
59.16576075553894,3.275,
59.17441725730896,2.137,
59.1867516040802,3.333,
59.194865226745605,1.922,
59.20645999908447,3.314,
59.21532654762268,1.863,
59.22787261009216,2.569,
59.235915184020996,1.745,
59.24803566932678,2.863,
59.255615234375,2.980,
59.26883292198181,2.765,
59.2768759727478,2.275,
59.28840732574463,2.765,
59.29747986793518,2.471,
