Время (с),A0 (В),A1 (В)
56.160590171813965,2.431,
56.17279362678528,2.314,
56.181814670562744,2.451,
56.19338011741638,2.353,
56.2019419670105,2.451,
56.21396517753601,2.333,
56.22227716445923,2.529,
56.23476314544678,2.294,
56.243319272994995,2.471,
56.25084114074707,2.392,
56.2624192237854,2.471,
56.27149677276611,2.333,
56.284051179885864,2.588,
56.29208827018738,2.471,
56.30439043045044,2.510,
56.311928033828735,2.255,
56.32452630996704,2.353,
56.33258652687073,2.137,
56.3451714515686,2.412,
56.35316443443298,2.216,
56.36574649810791,2.471,
56.37378692626953,2.235,
56.381304025650024,2.647,
56.39390516281128,2.471,
56.40285682678223,2.647,
56.4149603843689,2.333,
56.42249321937561,2.529,
56.43507266044617,2.373,
56.44315958023071,2.706,
56.45173168182373,2.431,
56.463852405548096,2.627,
56.47191286087036,2.431,
56.48443078994751,2.686,
56.49245309829712,2.373,
56.50503635406494,2.569,
56.513062477111816,2.314,
56.52519941329956,2.588,
56.53424549102783,2.412,
56.542317152023315,2.667,
56.55389976501465,2.431,
56.562514781951904,2.569,
56.57506489753723,2.294,
56.582682609558105,2.667,
56.595523834228516,2.392,
56.603065490722656,2.647,
56.615652084350586,2.373,
56.62439966201782,2.647,
56.63194012641907,2.431,
56.64399266242981,2.608,
56.652058124542236,2.314,
56.665138244628906,2.510,
56.67269492149353,2.157,
56.685290813446045,2.353,
56.693347215652466,2.196,
56.70531964302063,2.373,
56.71435213088989,2.196,
56.72639560699463,2.471,
56.73491454124451,2.294,
56.74715518951416,2.471,
56.75542950630188,2.275,
56.762993574142456,2.471,
56.775564432144165,2.176,
56.783639430999756,2.451,
56.796207666397095,2.392,
56.80412459373474,2.706,
56.816187381744385,2.490,
56.824241399765015,2.647,
56.83733367919922,2.451,
56.845381021499634,2.529,
56.85744667053223,2.392,
56.86598610877991,2.471,
56.87811207771301,2.451,
56.88612961769104,2.510,
56.893654346466064,2.412,
56.90679144859314,2.451,
56.91431999206543,2.392,
56.92742609977722,2.529,
56.93541598320007,2.471,
56.94794750213623,2.510,
56.955461502075195,2.510,
56.96399402618408,2.647,
56.97656726837158,2.490,
56.98459553718567,2.569,
56.99620175361633,2.510,
57.004836559295654,2.451,
57.017441272735596,2.294,
57.0251259803772,2.490,
57.03821396827698,2.471,
57.04574966430664,2.510,
57.05778622627258,2.431,
57.065826654434204,2.510,
57.07848262786865,2.510,
57.08705925941467,2.510,
57.09511470794678,2.431,
57.10732412338257,2.608,
57.115376472473145,2.549,
57.12794256210327,2.549,
57.13557195663452,2.392,
57.148624658584595,2.471,
57.15644860267639,2.510,
57.16845345497131,2.569,
57.17704129219055,2.471,
57.18904447555542,2.471,
57.19765281677246,2.529,
57.210042238235474,2.392,
57.21829438209534,2.314,
57.22584557533264,2.275,
57.238500118255615,2.373,
57.2460253238678,2.333,
57.258655309677124,2.510,
57.266701221466064,2.490,
57.27932548522949,2.529,
57.28788232803345,2.510,
57.299965143203735,2.529,
57.30807876586914,2.431,
57.31567454338074,2.471,
57.32825565338135,2.431,
57.337008237838745,2.490,
57.3485426902771,2.431,
57.35716414451599,2.451,
57.369728565216064,2.431,
57.37733817100525,2.588,
57.389492988586426,2.490,
57.398123025894165,2.627,
57.41067981719971,2.510,
57.41795611381531,2.510,
57.43115448951721,2.451,
57.43887400627136,2.471,
57.44689416885376,2.353,
57.460001707077026,2.451,
57.466989278793335,2.412,
57.479578733444214,2.608,
57.48814153671265,2.510,
57.499709129333496,2.392,
57.50883746147156,2.314,
57.516881227493286,2.392,
57.52900528907776,2.431,
57.537232875823975,2.549,
57.549930572509766,2.510,
57.55800437927246,2.608,
57.57054281234741,2.451,
57.57861828804016,2.608,
57.59024357795715,2.627,
57.598347663879395,2.608,
57.6073784828186,2.431,
57.61956477165222,2.490,
57.62765884399414,2.392,
57.63974165916443,2.412,
57.647789478302,2.353,
57.65936064720154,2.353,
57.66894340515137,2.255,
57.68100118637085,2.333,
57.68920421600342,2.353,
57.701303243637085,2.431,
57.709858655929565,2.431,
57.721922874450684,2.451,
57.729941844940186,2.490,
57.73832154273987,2.510,
57.75047254562378,2.490,
57.75900626182556,2.451,
57.770904302597046,2.451,
57.779441118240356,2.451,
57.791583776474,2.549,
57.79964828491211,2.588,
57.81231951713562,2.510,
57.81985402107239,2.451,
57.828460693359375,2.471,
57.84027338027954,2.471,
57.84898519515991,2.412,
57.86101031303406,2.392,
57.86907911300659,2.431,
57.881627559661865,2.431,
57.88927459716797,2.471,
57.90197706222534,2.490,
57.91056776046753,2.569,
57.92289328575134,2.647,
57.930431842803955,2.765,
57.94253492355347,2.725,
57.95107102394104,2.569,
57.95969581604004,2.471,
57.97177171707153,2.529,
57.97977876663208,2.431,
57.99232268333435,2.392,
57.999847650527954,2.373,
58.01294207572937,2.451,
58.02097797393799,2.471,
58.029061794281006,2.451,
58.04120588302612,2.431,
58.049898624420166,2.431,
58.06202435493469,2.471,
58.07005596160889,2.510,
58.08272099494934,2.667,
58.090250968933105,2.725,
58.10242676734924,2.686,
58.110968589782715,2.667,
58.11847996711731,2.647,
58.13104248046875,2.569,
58.138580322265625,2.412,
58.15165424346924,2.314,
58.15973973274231,2.373,
58.17177867889404,2.373,
58.1807165145874,2.392,
58.19307279586792,2.471,
58.201131105422974,2.549,
58.213667154312134,2.412,
58.221665143966675,2.412,
58.23372673988342,2.294,
58.24231553077698,2.431,
58.25035572052002,2.333,
58.261937379837036,2.373,
58.27097487449646,2.275,
58.28259611129761,2.431,
58.29061245918274,2.294,
58.30333423614502,2.294,
58.31183958053589,2.294,
58.323407888412476,2.412,
58.33241009712219,2.373,
58.34044551849365,2.510,
58.352487325668335,2.451,
58.36050844192505,2.392,
58.37350296974182,2.176,
58.38058018684387,2.451,
58.39316248893738,2.353,
58.401726722717285,2.529,
58.41378688812256,2.275,
58.421833753585815,2.647,
58.43442916870117,2.549,
58.443135261535645,2.843,
58.45464587211609,2.451,
58.46325945854187,2.588,
58.47163677215576,2.451,
58.483423709869385,2.706,
58.491944789886475,2.490,
58.50356388092041,2.804,
58.51236701011658,2.843,
58.52413606643677,3.078,
58.53272008895874,2.784,
58.540748834609985,2.882,
58.55290246009827,2.471,
58.565510749816895,2.686,
58.5740385055542,2.451,
58.58567500114441,2.706,
58.59344148635864,2.353,
58.60254502296448,2.471,
58.61513042449951,2.137,
58.62317204475403,2.373,
58.63480067253113,2.157,
58.64335656166077,2.333,
58.655428409576416,2.059,
58.66395163536072,2.353,
58.671968936920166,2.176,
58.68398094177246,2.510,
58.69264268875122,2.392,
58.705302476882935,2.667,
58.71344757080078,2.412,
58.72551894187927,2.706,
58.733383655548096,2.412,
58.74531292915344,2.510,
58.75397777557373,2.196,
58.76651883125305,2.471,
58.77461838722229,2.314,
58.787147760391235,2.647,
58.79423117637634,2.392,
58.803359270095825,2.608,
58.815035343170166,2.392,
58.82405877113342,2.608,
58.83553457260132,2.373,
58.844045877456665,2.549,
58.856165647506714,2.176,
58.864723920822144,2.373,
58.877010345458984,2.137,
58.88552951812744,2.431,
58.89762330055237,2.314,
58.90568137168884,2.549,
58.91795063018799,2.490,
58.925294637680054,2.490,
58.9338436126709,2.373,
58.94640755653381,2.549,
58.95432710647583,2.451,
58.96744394302368,2.412,
58.974982023239136,2.176,
58.98700737953186,2.314,
58.99564743041992,2.118,
59.0076162815094,2.216,
59.01572346687317,2.118,
59.024791955947876,2.392,
59.03687906265259,2.294,
59.0450325012207,2.314,
59.05759024620056,2.216,
59.065255641937256,2.451,
59.077818632125854,2.353,
59.085854291915894,2.549,
59.0985472202301,2.588,
59.106070041656494,2.647,
59.11494207382202,2.451,
59.12682294845581,2.667,
59.13497972488403,2.647,
59.14758801460266,2.745,
59.15567469596863,2.588,
59.16731286048889,2.588,
59.17601943016052,2.431,
59.18462061882019,2.588,
59.19574236869812,2.373,
59.20486545562744,2.471,
59.2168984413147,2.451,
59.225419998168945,2.451,
59.23748731613159,2.373,
59.24604105949402,2.353,
59.257604360580444,2.471,
59.2656729221344,2.569,
59.278525590896606,2.647,
59.286531925201416,2.549,
59.29928684234619,2.627,
59.30731391906738,2.608,
59.31483268737793,2.549,
59.32793688774109,2.451,
59.33568525314331,2.431,
59.3483030796051,2.412,
59.35579991340637,2.451,
59.36889958381653,2.373,
59.376457929611206,2.353,
59.38903045654297,2.333,
59.39708924293518,2.353,
59.409661531448364,2.314,
59.41773080825806,2.314,
59.43031167984009,2.353,
59.43782043457031,2.529,
59.44587826728821,2.412,
59.45895957946777,2.392,
59.46706676483154,2.314,
59.479103326797485,2.549,
59.487586975097656,2.588,
59.49914360046387,2.627,
59.50725483894348,2.529,
59.520411014556885,2.725,
59.52799892425537,2.745,
59.53652811050415,2.765,
59.54908800125122,2.569,
