Время (с),A0 (В),A1 (В)
27.478285551071167,2.451,
27.485801458358765,2.647,
27.498389959335327,2.627,
27.506927728652954,3.039,
27.519407033920288,2.667,
27.527312755584717,2.627,
27.53933835029602,1.902,
27.547348260879517,2.157,
27.55585789680481,2.000,
27.56862497329712,2.431,
27.576651096343994,2.549,
27.589194536209106,2.529,
27.597214460372925,2.176,
27.60879945755005,3.020,
27.6178081035614,3.059,
27.630000352859497,3.255,
27.63774800300598,2.961,
27.649803161621094,2.824,
27.6584255695343,2.255,
27.670952558517456,2.706,
27.678982496261597,2.020,
27.68699288368225,1.843,
27.69951629638672,1.706,
27.707544803619385,2.569,
27.720366716384888,2.667,
27.728246212005615,2.686,
27.740228414535522,2.098,
27.748273372650146,2.118,
27.75678777694702,2.137,
27.769395112991333,2.804,
27.777063608169556,2.922,
27.789217710494995,3.039,
27.79723286628723,2.529,
27.810306787490845,2.510,
27.817426919937134,1.941,
27.830891609191895,2.000,
27.838945150375366,1.373,
27.84646511077881,1.882,
27.85957932472229,2.118,
27.86758780479431,2.745,
27.879610061645508,2.627,
27.887720823287964,3.255,
27.90000581741333,3.059,
27.908611536026,2.902,
27.92038655281067,1.902,
27.92815399169922,2.451,
27.936050176620483,2.843,
27.949097871780396,3.216,
27.957510232925415,2.608,
27.969736337661743,2.431,
27.977752923965454,2.216,
27.98978543281555,3.020,
27.997952222824097,2.686,
28.01047110557556,2.176,
28.017980575561523,2.098,
28.031052589416504,2.490,
28.039592266082764,2.216,
28.05212163925171,2.078,
28.060158252716064,1.784,
28.06791877746582,2.098,
28.080607414245605,1.608,
28.088629961013794,1.725,
28.100870370864868,2.431,
28.10889482498169,2.745,
28.12091612815857,2.608,
28.12997841835022,2.765,
28.142019748687744,2.157,
28.149526596069336,2.314,
28.16207766532898,2.039,
28.170705795288086,2.216,
28.183196544647217,2.275,
28.19083023071289,2.941,
28.19885802268982,3.490,
28.21104645729065,3.216,
28.219678163528442,2.745,
28.231831073760986,2.647,
28.24033761024475,2.608,
28.252390384674072,2.412,
28.26042127609253,2.412,
28.272482872009277,2.941,
28.280582189559937,2.490,
28.293640613555908,2.176,
28.300971746444702,2.098,
28.309436321258545,2.314,
28.32248616218567,2.471,
28.330434560775757,2.569,
28.3420889377594,2.471,
28.35125994682312,2.431,
28.363028287887573,2.353,
28.37113904953003,2.667,
28.383166074752808,2.451,
28.390910863876343,2.098,
28.399946451187134,2.216,
28.412492036819458,2.647,
28.420516967773438,2.255,
28.432552814483643,2.412,
28.44057822227478,2.255,
28.452658891677856,2.431,
28.46174693107605,2.431,
28.473301649093628,2.980,
28.48180627822876,2.922,
28.49364924430847,2.412,
28.50252652168274,2.294,
28.514450073242188,2.373,
28.52247428894043,2.882,
28.53049659729004,3.176,
28.542887210845947,3.000,
28.551553964614868,2.725,
28.564117431640625,2.059,
28.571717023849487,2.157,
28.583329439163208,1.961,
28.591871976852417,2.431,
28.604382276535034,2.137,
28.613367319107056,2.216,
28.621402263641357,2.510,
28.63376474380493,2.824,
28.641726970672607,2.392,
28.652955770492554,2.725,
28.661974668502808,2.235,
28.67450499534607,2.235,
28.68272352218628,1.902,
28.69476866722107,2.255,
28.70339012145996,1.882,
28.714930534362793,2.275,
28.72343611717224,2.020,
28.73530077934265,2.667,
28.743461847305298,2.706,
28.75198245048523,3.529,
28.764009475708008,2.804,
28.772040605545044,2.745,
28.784880876541138,2.529,
28.792877912521362,2.667,
28.8056480884552,2.216,
28.813574075698853,2.490,
28.822240352630615,1.941,
28.834039449691772,2.176,
28.842065811157227,1.549,
28.854299306869507,2.157,
28.86293053627014,1.667,
28.875121116638184,2.059,
28.883152723312378,2.412,
28.89593768119812,3.255,
28.903447151184082,2.804,
28.912070989608765,3.039,
28.924202919006348,2.608,
28.93253993988037,2.784,
28.944867372512817,2.569,
28.952897310256958,2.569,
28.964691877365112,2.392,
28.97308874130249,3.000,
28.98612642288208,2.216,
28.993746995925903,2.627,
29.006459951400757,2.118,
29.01407241821289,2.706,
29.025596618652344,2.882,
29.034491777420044,3.098,
29.04299807548523,2.157,
29.055028200149536,2.627,
29.06354308128357,2.353,
29.076083183288574,3.078,
29.08410358428955,2.863,
29.096462726593018,2.882,
29.104494333267212,1.588,
29.11716938018799,1.922,
29.124908924102783,1.941,
29.133521556854248,2.843,
29.145029306411743,2.098,
29.15404987335205,2.451,
29.165703296661377,2.314,
29.173730850219727,3.157,
29.1862735748291,2.627,
29.19478702545166,2.765,
29.207329511642456,2.196,
29.215200185775757,2.216,
29.227699756622314,2.020,
29.235366582870483,2.510,
29.247963905334473,2.196,
29.25547432899475,2.196,
29.26457977294922,1.627,
29.276126861572266,2.549,
29.284509658813477,2.392,
29.297038078308105,2.667,
29.30481457710266,2.490,
29.317020893096924,2.588,
29.32553458213806,2.255,
29.333733558654785,3.157,
29.345999240875244,2.961,
29.354017972946167,3.000,
29.36704134941101,2.157,
29.375062942504883,2.412,
29.387083292007446,2.275,
29.395097494125366,2.784,
29.40712594985962,2.686,
29.415634870529175,2.745,
29.42427921295166,2.647,
29.4362313747406,3.176,
29.44438076019287,1.647,
29.45715832710266,1.902,
29.464531898498535,1.882,
29.477464199066162,2.275,
29.485496759414673,2.333,
29.4968523979187,3.373,
29.50614070892334,2.961,
29.518215894699097,2.588,
29.52623748779297,2.157,
29.538418531417847,1.843,
29.54648470878601,2.137,
29.55509114265442,2.588,
29.5670166015625,2.647,
29.575016021728516,2.510,
29.588136911392212,2.647,
29.59564232826233,2.510,
29.608668088912964,1.922,
29.61620569229126,2.667,
29.628742456436157,2.569,
29.63676166534424,2.471,
29.644586324691772,2.333,
29.657610177993774,2.118,
29.665631532669067,2.314,
29.677524089813232,2.294,
29.685745000839233,2.529,
29.698323965072632,2.490,
29.706834316253662,2.765,
29.71872568130493,2.392,
29.726754426956177,2.863,
29.739743947982788,2.471,
29.747262716293335,2.667,
29.760106563568115,2.922,
29.767616510391235,3.549,
29.77603030204773,3.392,
29.788212060928345,3.373,
29.79657292366028,2.353,
29.80925154685974,2.118,
29.817623615264893,2.000,
29.82964515686035,2.490,
29.83718466758728,2.118,
29.850278615951538,2.000,
29.858170986175537,2.294,
29.87075138092041,2.549,
29.878268480300903,1.667,
29.891320943832397,2.000,
29.898863077163696,2.314,
29.907374143600464,2.627,
29.919906616210938,2.471,
29.927913665771484,2.353,
29.939962148666382,2.137,
29.94797372817993,2.725,
29.960963249206543,3.039,
29.968056201934814,3.137,
29.976594924926758,2.784,
29.98876643180847,3.098,
29.9972825050354,3.039,
30.009815454483032,3.059,
30.018335580825806,2.333,
30.030359983444214,2.039,
30.03838276863098,1.588,
30.050321340560913,1.980,
30.059345245361328,1.627,
30.071457624435425,2.373,
30.079748392105103,2.451,
30.090780019760132,2.863,
30.100316762924194,3.000,
30.10783100128174,2.804,
30.120622873306274,1.863,
30.12868309020996,2.667,
30.14021396636963,2.510,
30.1487557888031,2.529,
30.161288022994995,2.314,
30.169007062911987,2.373,
30.18197798728943,2.000,
30.18948769569397,2.157,
30.20259666442871,2.118,
30.21068024635315,2.745,
30.22204303741455,1.941,
30.23058533668518,2.216,
30.23894166946411,2.020,
30.251534461975098,2.118,
30.259552478790283,2.137,
30.27142643928528,2.412,
30.280442237854004,1.843,
30.292759895324707,1.706,
30.300201892852783,1.941,
30.312755823135376,2.373,
30.320765256881714,2.784,
30.32883930206299,3.529,
30.341665506362915,3.294,
30.34985852241516,3.020,
30.361968994140625,2.667,
30.370592832565308,2.863,
30.382169723510742,2.804,
30.39080834388733,3.039,
30.402567386627197,2.882,
30.411590576171875,3.333,
30.41961121559143,2.706,
30.431562900543213,2.275,
30.43907356262207,1.902,
30.452160835266113,2.039,
30.460235118865967,1.804,
30.472763061523438,2.294,
30.481276750564575,2.412,
30.48893642425537,2.333,
30.501750707626343,1.843,
30.509614944458008,2.529,
