time,amplitude
55.60642624,1.82352936
55.60642624,2.76470590
55.60642624,2.88235283
55.60642624,4.19607830
55.61888123,2.96078420
55.61888123,0.98039216
55.61888123,2.00000000
55.61888123,2.39215684
55.63117599,3.23529410
55.63117599,3.21568632
55.63117599,4.54901981
55.63117599,2.09803915
55.63937759,0.96078432
55.63937759,1.76470590
55.63937759,2.64705873
55.65160751,2.78431368
55.65160751,3.56862736
55.65160751,3.76470590
55.65160751,0.96078432
55.66393661,1.37254906
55.66393661,2.00000000
55.66393661,2.88235283
55.66393661,2.98039222
55.67618179,4.45098019
55.67618179,2.96078420
55.67618179,0.92156863
55.67618179,1.98039210
55.68434906,2.45098042
55.68434906,3.27450991
55.68434906,3.13725495
55.69680023,4.50980377
55.69680023,2.03921580
55.69680023,0.98039216
55.69680023,1.78431368
55.70904160,2.64705873
55.70904160,3.03921580
55.70904160,3.47058821
55.70904160,3.62745094
55.72133636,0.84313726
55.72133636,0.94117647
55.72133636,1.39215684
55.72133636,2.23529410
55.72937393,2.29411769
55.72937393,3.94117641
55.72937393,2.45098042
55.74172592,0.58823532
55.74172592,1.70588231
55.74172592,2.17647052
55.74172592,2.90196085
55.75403976,2.94117641
55.75403976,4.19607830
55.75403976,1.66666663
55.75403976,0.70588237
55.76629639,1.68627453
55.76629639,2.66666675
55.76629639,3.03921580
55.76629639,3.72549009
55.77454376,3.94117641
55.77454376,1.15686274
55.77454376,1.58823526
55.78680801,1.90196073
55.78680801,2.92156863
55.78680801,3.00000000
55.78680801,4.17647076
55.79917908,2.64705873
55.79917908,0.70588237
55.79917908,1.60784316
55.79917908,1.94117641
55.81130219,2.54901958
55.81130219,2.80392146
55.81130219,4.11764717
55.81130219,1.64705884
55.81955719,0.90196079
55.81955719,1.82352936
55.81955719,2.96078420
55.83182907,3.13725495
55.83182907,3.94117641
55.83182907,3.96078420
55.83182907,1.19607842
55.84402847,1.60784316
55.84402847,2.01960778
55.84402847,3.00000000
55.84402847,3.05882359
55.85641479,4.33333349
55.85641479,2.74509811
55.85641479,0.84313726
55.85641479,1.82352936
55.86461639,2.21568632
55.86461639,2.98039222
55.86461639,2.94117641
55.87689590,4.15686274
55.87689590,1.62745094
55.87689590,0.88235295
55.87689590,1.52941179
55.88915634,2.54901958
55.88915634,2.72549009
55.88915634,3.80392146
55.88915634,3.58823538
55.89740753,0.88235295
55.89740753,1.49019611
55.90964508,2.90196085
55.90964508,3.00000000
55.90964508,4.52941179
55.90964508,2.86274505
55.92198181,1.03921568
55.92198181,2.00000000
55.92198181,2.49019599
55.92198181,3.37254906
55.93418884,3.29411769
55.93418884,4.41176462
55.93418884,1.86274505
55.93418884,0.98039216
55.94252777,1.62745094
55.94252777,2.58823538
55.95473480,3.58823538
55.95473480,3.60784316
55.95473480,0.96078432
55.95473480,1.50980389
55.96704865,1.88235295
55.96704865,2.66666675
55.96704865,2.70588231
55.96704865,4.25490189
55.97931290,2.43137264
55.97931290,0.78431374
55.97931290,1.86274505
55.97931290,2.45098042
55.98745346,3.07843137
55.98745346,3.35294127
55.99971771,1.80392158
55.99971771,1.05882359
55.99971771,1.70588231
55.99971771,2.70588231
56.01214600,2.94117641
56.01214600,3.84313726
56.01214600,3.72549009
56.01214600,1.09803927
56.02438354,1.76470590
