time,amplitude
61.99208450,1.90196073
61.99208450,2.11764717
62.00433731,2.31372547
62.00433731,2.92156863
62.00433731,0.94117647
62.00433731,0.47058824
62.01678085,1.45098042
62.01678085,1.88235295
62.01678085,2.00000000
62.01678085,2.96078420
62.02899551,2.90196085
62.02899551,0.96078432
62.02899551,1.47058821
62.02899551,1.76470590
62.03765488,1.84313726
62.03765488,1.78431368
62.04946899,1.60784316
62.04946899,0.25490198
62.04946899,1.33333337
62.04946899,1.64705884
62.06173325,1.66666663
62.06173325,2.05882359
62.06173325,2.80392146
62.06173325,0.96078432
62.07393646,0.47058824
62.07393646,1.41176474
62.07393646,1.82352936
62.07393646,1.76470590
62.08214569,2.70588231
62.08214569,2.47058821
62.08214569,0.52941179
62.09450150,1.27450979
62.09450150,1.72549021
62.09450150,1.86274505
62.09450150,2.00000000
62.10674667,3.23529410
62.10674667,1.96078432
62.10674667,0.66666669
62.10674667,1.80392158
62.11911774,2.21568632
62.11911774,2.86274505
62.11911774,3.00000000
62.11911774,4.01960802
62.12736511,2.35294127
62.12736511,1.88235295
62.12736511,2.72549009
62.13952255,3.01960778
62.13952255,2.82352948
62.13952255,3.78431368
62.13952255,3.49019599
62.15185165,1.54901958
62.15185165,2.37254906
62.15185165,3.07843137
62.15185165,3.52941179
62.16405869,4.17647076
62.16405869,4.96078444
62.16405869,4.78431368
62.16405869,3.64705873
62.17219925,4.80392170
62.17219925,4.90196085
62.17219925,4.92156839
62.18458557,4.92156839
62.18458557,4.96078444
62.18458557,3.50980401
62.18458557,2.84313726
62.19676971,3.54901958
62.19676971,3.84313726
62.19676971,4.00000000
62.19676971,4.64705896
62.20913696,4.56862736
62.20913696,2.66666675
62.20913696,3.45098042
62.20913696,3.76470590
62.21748734,3.82352948
62.21748734,3.92156863
62.21748734,4.96078444
62.22974014,3.84313726
62.22974014,2.50980401
62.22974014,3.50980401
62.22974014,3.60784316
62.24206924,3.56862736
62.24206924,3.84313726
62.24206924,4.47058821
62.24206924,2.39215684
62.25411224,2.01960778
62.25411224,2.92156863
62.25411224,3.21568632
62.25411224,3.39215684
62.26243591,4.23529434
62.26243591,4.01960802
62.26243591,1.90196073
62.27484512,2.37254906
62.27484512,2.47058821
62.27484512,2.31372547
62.27484512,2.05882359
62.28710938,2.88235283
62.28710938,1.23529410
62.28710938,0.00000000
62.28710938,0.64705884
62.29937363,0.70588237
62.29937363,0.70588237
62.29937363,1.31372547
62.29937363,2.09803915
62.30760574,0.27450982
62.30760574,0.09803922
62.30760574,1.03921568
62.31978989,1.39215684
62.31978989,1.27450979
62.31978989,2.15686274
62.31978989,1.80392158
62.33238602,0.00000000
62.33238602,0.43137255
62.33238602,0.88235295
62.33238602,1.43137252
62.34442902,1.50980389
62.34442902,2.47058821
62.34442902,1.23529410
62.34442902,0.00000000
62.35266113,0.80392158
62.35266113,1.00000000
62.35266113,1.35294116
62.36491013,1.49019611
62.36491013,2.47058821
62.36491013,0.66666669
62.36491013,0.33333334
62.37718964,1.07843137
62.37718964,1.50980389
62.37718964,1.43137252
62.37718964,2.64705873
62.38532257,2.35294127
62.38532257,0.54901963
62.39758682,2.03921580
62.39758682,2.13725495
62.39758682,2.27450991
62.39758682,3.56862736
62.41002274,2.09803915
62.41002274,0.88235295
62.41002274,2.07843137
62.41002274,2.47058821
62.42218018,2.60784316
62.42218018,3.03921580
62.42218018,3.82352948
62.42218018,1.82352936
62.43026352,1.52941179
62.43026352,2.35294127
62.44252777,2.92156863
62.44252777,4.05882359
62.44252777,3.88235283
62.44252777,2.09803915
62.45490646,3.13725495
62.45490646,3.62745094
62.45490646,3.80392146
62.45490646,3.96078420
62.46746445,4.96078444
62.46746445,3.84313726
62.46746445,2.49019599
62.46746445,3.50980401
62.47533035,3.78431368
62.47533035,4.09803915
62.48770905,4.96078444
62.48770905,3.45098042
62.48770905,3.19607854
62.48770905,3.90196085
62.50017548,4.09803915
62.50017548,4.07843161
62.50017548,4.60784292
62.50017548,4.35294104
62.51240540,2.33333325
62.51240540,3.00000000
62.51240540,3.31372547
62.51240540,3.60784316
62.52066422,3.66666675
62.52066422,4.86274529
62.52066422,3.52941179
62.53290939,2.13725495
62.53290939,3.19607854
62.53290939,3.33333325
62.53290939,3.21568632
62.54521561,3.58823538
62.54521561,4.09803915
62.54521561,1.94117641
62.54521561,1.60784316
62.55738068,2.21568632
62.55738068,2.41176462
62.55738068,2.25490189
62.55738068,3.19607854
62.56554794,2.60784316
62.56554794,0.82352942
62.56554794,1.76470590
62.57784271,2.27450991
62.57784271,2.68627453
62.57784271,2.82352948
62.57784271,3.94117641
62.59027100,2.56862736
62.59027100,1.17647064
62.59027100,2.01960778
62.59027100,2.27450991
62.60250092,2.66666675
62.60250092,3.07843137
62.60250092,4.23529434
62.60250092,2.45098042
62.61068726,2.52941179
62.61068726,3.50980401
62.61068726,3.94117641
62.62290955,4.00000000
62.62290955,4.96078444
62.62290955,4.88235283
62.62290955,3.09803915
62.63529587,4.00000000
62.63529587,4.25490189
62.63529587,4.31372547
62.63529587,4.19607830
62.64756775,4.96078444
62.64756775,3.52941179
62.64756775,2.25490189
62.64756775,3.17647052
62.65577316,3.09803915
62.65577316,3.43137264
62.65577316,3.41176462
62.66798782,4.11764717
62.66798782,2.25490189
62.66798782,1.94117641
62.66798782,2.56862736
62.68074417,2.86274505
62.68074417,2.92156863
62.68074417,3.94117641
62.68074417,3.45098042
62.69253922,1.62745094
62.69253922,2.49019599
62.69253922,2.82352948
62.69253922,2.78431368
62.70082092,2.84313726
62.70082092,4.09803915
62.70082092,2.43137264
62.71334839,1.19607842
62.71334839,2.23529410
62.71334839,2.47058821
62.71334839,2.58823538
62.72534180,2.76470590
62.72534180,3.43137264
62.72534180,1.45098042
62.72534180,1.09803927
62.73771286,1.70588231
62.73771286,1.94117641
62.73771286,1.94117641
62.73771286,2.56862736
62.74600983,2.17647052
62.74600983,0.23529412
62.74600983,0.86274511
62.75824738,1.03921568
62.75824738,1.09803927
62.75824738,1.13725495
62.75824738,2.41176462
62.77039719,0.94117647
62.77039719,0.00000000
62.77039719,0.86274511
62.77039719,1.07843137
62.78274155,1.01960790
62.78274155,1.37254906
62.78274155,1.94117641
62.78274155,0.00000000
62.79096603,0.00000000
62.79096603,0.70588237
62.79096603,1.13725495
62.80310822,1.29411769
62.80310822,2.13725495
62.80310822,1.70588231
62.80310822,0.00000000
62.81546783,0.50980395
62.81546783,0.74509805
62.81546783,1.13725495
62.81546783,1.11764705
62.82777405,2.37254906
62.82777405,0.98039216
62.82777405,0.00000000
62.82777405,0.60784316
62.83615494,0.76470590
62.83615494,0.52941179
62.83615494,1.11764705
62.84821320,1.70588231
62.84821320,0.00000000
62.84821320,0.00000000
62.84821320,0.94117647
62.86057281,1.25490201
62.86057281,1.13725495
62.86057281,2.29411769
62.86057281,1.56862748
62.86882401,0.00000000
62.86882401,0.56862748
62.88092422,1.29411769
62.88092422,1.33333337
62.88092422,2.60784316
62.88092422,1.25490201
62.89337540,0.07843138
62.89337540,1.01960790
62.89337540,1.19607842
62.89337540,1.31372547
62.90566254,1.47058821
62.90566254,2.13725495
62.90566254,0.11764706
62.90566254,0.19607843
62.91380692,1.01960790
62.91380692,1.43137252
62.92605972,2.86274505
62.92605972,2.52941179
62.92605972,0.94117647
62.92605972,1.88235295
62.93825150,2.23529410
62.93825150,2.47058821
62.93825150,2.49019599
62.93825150,3.66666675
